procedure_code,procedure_name,procedure_category,required_place_type
X640799,"ΡΙΝΟΠΛΑΣΤΙΚΗ, ΒΑΣΙΚΗ. ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΕΚΤΕΤΑΜΕΝΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΔΙΑΦΡΑΓΜΑΤΟΣ",SURGICAL,OPERATING_ROOM
X640819,"ΡΙΝΟΠΛΑΣΤΙΚΗ, ΔΕΥΤΕΡΕΥΟΥΣΑ. ΕΛΑΣΣΩΝ ΑΝΑΘΕΩΡΗΣΗ (ΠΕΡΙΟΡΙΣΜΕΝΗ ΕΡΓΑΣΙΑ ΡΙΝΙΚΗΣ ΚΟΡΥΦΗΣ)",SURGICAL,OPERATING_ROOM
X640829,"ΡΙΝΟΠΛΑΣΤΙΚΗ, ΔΕΥΤΕΡΕΥΟΥΣΑ. ΕΝΔΙΑΜΕΣΗ ΑΝΑΘΕΩΡΗΣΗ ( ΕΡΓΑΣΙΑ ΣΤΑ ΟΣΤΑ ΜΕ ΟΣΤΕΟΤΟΜΕΣ)",SURGICAL,OPERATING_ROOM
X640859,"ΡΙΝΟΠΛΑΣΤΙΚΗ, ΔΕΥΤΕΡΕΥΟΥΣΑ, ΕΚΤΕΤΑΜΕΝΗ ΑΝΑΘΕΩΡΗΣΗ (ΕΡΓΑΣΙΑ ΡΙΝΙΚΗΣ ΚΟΡΥΦΗΣ ΚΑΙ ΟΣΤΕΟΤΟΜΕΣ)",SURGICAL,OPERATING_ROOM
X640879,"ΡΙΝΟΠΛΑΣΤΙΚΗ ΓΙΑ ΡΙΝΙΚΗ ΔΥΣΜΟΡΦΙΑ ΔΕΥΤΕΡΟΓΕΝΗΣ ΣΕ ΣΥΓΓΕΝΕΣ ΛΑΓΩΧΕΙΛΟ ΚΑΙ/Ή ΛΥΚΟΣΤΟΜΑ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΞΟΝΙΚΗΣ ΕΠΙΜΗΚΥΝΣΗΣ. ΜΟΝΟ ΚΟΡΥΦΗ",SURGICAL,OPERATING_ROOM
X640883,"ΡΙΝΟΠΛΑΣΤΙΚΗ ΓΙΑ ΡΙΝΙΚΗ ΔΥΣΜΟΡΦΙΑ ΔΕΥΤΕΡΟΓΕΝΗΣ ΣΕ ΣΥΓΓΕΝΕΣ ΛΑΓΩΧΕΙΛΟ ΚΑΙ/Ή ΛΥΚΟΣΤΟΜΑ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΞΟΝΙΚΗΣ ΕΠΙΜΗΚΥΝΣΗΣ. ΚΟΡΥΦΗ, ΔΙΑΦΡΑΓΜΑ, ΟΣΤΕΟΤΟΜΕΣ",SURGICAL,OPERATING_ROOM
X640889,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΤΕΝΩΣΗΣ ΡΙΝΙΚΗΣ ΑΙΘΟΥΣΑΣ (ΠΧ. ΕΚΤΕΤΑΜΕΝΗ ΜΕΤΑΜΟΣΧΕΥΣΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΛΕΥΡΙΚΟΥ ΡΙΝΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ)",SURGICAL,OPERATING_ROOM
X640999,"ΠΛΑΣΤΙΚΗ ΔΙΑΦΡΑΓΜΑΤΟΣ Ή ΥΠΟΒΛΕΝΝΟΓΟΝΟΣ ΕΚΤΟΜΗ, ΜΕ Ή ΧΩΡΙΣ ΧΑΡΑΞΗ ΧΟΝΔΡΟΥ ΔΙΑΜΟΡΦΩΣΗ ΤΟΥ ΠΕΡΙΓΡΑΜΜΑΤΟΣ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΕ ΜΟΣΧΕΥΜΑ",SURGICAL,OPERATING_ROOM
X641039,ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΤΡΗΣΙΑΣ ΡΙΝΙΚΩΝ ΧΟΑΝΩΝ. ΔΙΑΡΙΝΙΚΗ,SURGICAL,OPERATING_ROOM
X641049,ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΤΡΗΣΙΑΣ ΡΙΝΙΚΩΝ ΧΟΝΔΡΩΝ. ΔΙΑΫΠΕΡΩΙΚΗ,SURGICAL,OPERATING_ROOM
X641079,ΛΥΣΙΣ ΕΝΔΟΡΙΝΙΚΗΣ ΣΥΜΦΥΣΗΣ,SURGICAL,OPERATING_ROOM
X641119,ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΥΡΙΓΓΙΟΥ. ΣΤΟΜΑΤΟΓΝΑΘΙΚΟ (ΣΥΝΔΥΑΣΜΟΣ ΜΕ ΑΛΛΟΟ ΚΩΔΙΚΟ ΕΑΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΑΝΤΡΟΤΟΜΗ),SURGICAL,OPERATING_ROOM
X641159,ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΥΡΙΓΓΙΟΥ. ΣΤΟΜΑΤΟΡΙΝΙΚΟ,SURGICAL,OPERATING_ROOM
X641199,ΔΙΑΦΡΑΓΜΑΤΙΚΗ Ή ΑΛΛΗ ΕΝΔΟΡΙΝΙΚΗ ΔΕΡΜΑΤΟΠΛΑΣΤΙΚΗ (ΔΕΝ ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΙ Η ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ),SURGICAL,OPERATING_ROOM
X641219,ΑΠΟΚΑΤΑΣΤΑΣΗ ΡΙΝΙΚΩΝ ΔΙΑΦΡΑΓΜΑΤΙΚΩΝ ΔΙΑΤΡΗΣΕΩΝ,SURGICAL,OPERATING_ROOM
X641561,"ΚΑΥΤΗΡΙΑΣΜΟΣ ΚΑΙ/Ή ΑΦΑΙΡΕΣΗ ΒΛΕΝΝΟΓΟΝΟΥ ΤΩΝ ΚΑΤΩ ΡΙΝΙΚΩΝ ΚΟΓΧΩΝ, ΕΤΕΡΟΠΛΕΥΡΑ Ή ΑΜΦΙΠΛΕΥΡΑ, ΟΠΟΙΑΔΗΠΟΤΕ ΜΕΘΟΔΟΣ. ΕΠΙΦΑΝΕΙΑΚΗ",SURGICAL,OPERATING_ROOM
X641563,"ΚΑΥΤΗΡΙΑΣΜΟΣ ΚΑΙ/Ή ΑΦΑΙΡΕΣΗ ΒΛΕΝΝΟΓΟΝΟΥ ΤΩΝ ΚΑΤΩ ΡΙΝΙΚΩΝ ΚΟΓΧΩΝ, ΕΤΕΡΟΠΛΕΥΡΑ Ή ΑΜΦΙΠΛΕΥΡΑ, ΟΠΟΙΑΔΗΠΟΤΕ ΜΕΘΟΔΟΣ. ΕΝΔΟΤΟΙΧΩΜΑΤΙΚΗ",SURGICAL,OPERATING_ROOM
X641761,"ΕΛΕΓΧΟΣ ΡΙΝΙΚΗΣ ΑΙΜΟΡΡΑΓΙΑΣ, ΠΡΟΣΘΙΑ, ΑΠΛΗ (ΠΕΡΙΟΡΙΣΜΕΝΟΣ ΚΑΥΤΗΡΙΑΣΜΟΣ ΚΑΙ/Ή ΕΠΙΠΩΜΑΤΙΣΜΟΣ) ΟΠΟΙΑΔΗΠΟΤΕ ΜΕΘΟΔΟΣ",SURGICAL,OPERATING_ROOM
X641765,"ΕΛΕΓΧΟΣ ΡΙΝΙΚΗΣ ΑΙΜΟΡΡΑΓΙΑΣ, ΠΡΟΣΘΙΑ, ΣΥΝΘΕΤΟΣ (ΕΚΤΕΤΑΜΕΝΟΣ ΚΑΥΤΗΡΙΑΣΜΟΣ ΚΑΙ/Ή ΕΠΙΠΩΜΑΤΙΣΜΟΣ) ΟΠΟΙΑΔΗΠΟΤΕ ΜΕΘΟΔΟΣ",SURGICAL,OPERATING_ROOM
X641769,"ΕΛΕΓΧΟΣ ΡΙΝΙΚΗΣ ΑΙΜΟΡΡΑΓΙΑΣ, ΟΠΙΣΘΙΑ, ΜΕ ΟΠΙΣΘΙΟ ΡΙΝΙΚΟ ΕΠΙΠΩΜΑΤΙΣΜΟ ΚΑΙ/Ή ΚΑΥΤΗΡΙΑΣΜΟ, ΟΠΟΙΑΔΗΠΟΤΕ ΜΕΘΟΔΟΣ. ΑΡΧΙΚΗ",SURGICAL,OPERATING_ROOM
X641771,"ΕΛΕΓΧΟΣ ΡΙΝΙΚΗΣ ΑΙΜΟΡΡΑΓΙΑΣ, ΟΠΙΣΘΙΑ, ΜΕ ΟΠΙΣΘΙΟ ΡΙΝΙΚΟ ΕΠΙΠΩΜΑΤΙΣΜΟ ΚΑΙ/Ή ΚΑΥΤΗΡΙΑΣΜΟ, ΟΠΟΙΑΔΗΠΟΤΕ ΜΕΘΟΔΟΣ. ΕΠΑΚΟΛΟΥΘΗ",SURGICAL,OPERATING_ROOM
X641789,ΑΠΟΛΙΝΩΣΗ ΑΡΤΗΡΙΩΝ. ΗΘΜΟΕΙΔΩΝ,SURGICAL,OPERATING_ROOM
X641799,"ΑΠΟΛΙΝΩΣΗ ΑΡΤΗΡΙΩΝ. ΕΣΩ ΓΝΑΘΙΚΗ ΑΡΤΗΡΙΑ, ΔΙΑ ΤΟΥ ΙΓΜΟΡΕΙΟΥ ΑΝΤΡΟΥ",SURGICAL,OPERATING_ROOM
X641819,"ΚΑΤΑΓΜΑ ΚΑΤΩ ΡΙΝΙΚΗΣ (ΩΝ) ΚΟΓΧΗΣ (ΩΝ), ΘΕΡΑΠΕΥΤΙΚΗ",THERAPEUTIC,PROCEDURE_ROOM
X641957,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΡΙΣ",SURGICAL,OPERATING_ROOM
X641959,ΕΚΠΛΥΣΗ ΜΕΣΩ ΔΙΑΣΩΛΗΝΩΣΗΣ. ΙΓΜΟΡΙΟ ΑΝΤΡΟ (ΠΑΡΑΚΕΝΤΗΣΗ ΙΓΜΟΡΕΙΟΥ ΑΝΤΡΟΥ Ή ΜΕΣΩ ΦΥΣΙΚΗΣ ΟΠΗΣ),SURGICAL,OPERATING_ROOM
X641963,ΕΚΠΛΥΣΗ ΜΕΣΩ ΔΙΑΣΩΛΗΝΩΣΗΣ. ΣΦΗΝΟΕΙΔΗΣ ΚΟΛΠΟΣ,SURGICAL,OPERATING_ROOM
X641999,ΤΟΜΗ ΙΓΜΟΡΕΙΟΥ ΑΝΤΡΟΥ (ΑΝΤΡΟΣΤΟΜΙΑ Ή ΑΝΑΤΡΗΣΗ ΙΓΜΟΡΕΙΟΥ). ΕΝΔΟΡΙΝΙΚΗ,SURGICAL,OPERATING_ROOM
X642019,ΤΟΜΗ ΙΓΜΟΡΕΙΟΥ ΑΝΤΡΟΥ (ΑΝΤΡΟΣΤΟΜΙΑ Ή ΑΝΑΤΡΗΣΗ ΙΓΜΟΡΕΙΟΥ). ΡΙΖΙΚΗ (CALDWELL-LUC) ΧΩΡΙΣ ΑΦΑΙΡΕΣΗ ΠΟΛΥΠΟΔΩΝ ΡΙΝΙΚΗΣ ΧΟΑΝΗΣ ΚΑΙ ΑΝΤΡΟΥ,SURGICAL,OPERATING_ROOM
X642023,ΤΟΜΗ ΙΓΜΟΡΕΙΟΥ ΑΝΤΡΟΥ (ΑΝΤΡΟΣΤΟΜΙΑ Ή ΑΝΑΤΡΗΣΗ ΙΓΜΟΡΕΙΟΥ). ΡΙΖΙΚΗ (CALDWELL-LUC) ΜΕ ΑΦΑΙΡΕΣΗ ΑΦΑΙΡΕΣΗ ΠΟΛΥΠΟΔΩΝ ΡΙΝΙΚΗΣ ΧΟΑΝΗΣ ΚΑΙ ΑΝΤΡΟΥ,SURGICAL,OPERATING_ROOM
X642039,"ΧΕΙΡΟΥΡΓΙΚΗ ΕΠΕΜΒΑΣΗ ΣΤΟ ΠΤΕΡΥΓΟΓΝΑΘΙΑΙΟ ΒΟΘΡΙΟ, ΟΠΟΙΑΔΗΠΟΤΕ ΠΡΟΣΠΕΛΑΣΗ",SURGICAL,OPERATING_ROOM
X642059,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ, ΣΦΗΝΟΕΙΔΗΣ, ΜΕ 'Η ΧΩΡΙΣ ΒΙΟΨΙΑ",DIAGNOSTIC,PROCEDURE_ROOM
X642061,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ, ΣΦΗΝΟΕΙΔΗΣ, ΜΕ Ή ΧΩΡΙΣ ΒΙΟΨΙΑ. ΜΕ ΑΠΟΞΕΣΗ ΒΛΕΝΝΟΓΟΝΟΥ Ή ΑΦΑΙΡΕΣΗ ΤΟΥ ΠΟΛΥΠΟΔΑ(ΩΝ)",DIAGNOSTIC,PROCEDURE_ROOM
X642099,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ, ΜΕΤΩΠΙΑΙΟΣ. ΕΞΩΤΕΡΙΚΗ, ΑΠΛΗ (ΤΡΥΠΑΝΙΣΜΟΣ)",SURGICAL,OPERATING_ROOM
X642109,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ, ΜΕΤΩΠΙΑΙΟΣ. ΔΙΑΚΟΓΧΙΚΗ, ΕΤΕΡΟΠΛΕΥΡΗ (ΓΙΑ ΒΛΕΝΝΟΚΗΛΗ Ή ΟΣΤΕΩΜΑ, ΤΥΠΟΥ LYNCH)",SURGICAL,OPERATING_ROOM
X642119,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ, ΜΕΤΩΠΙΑΙΟΣ. ΑΦΑΙΡΕΣΗ ΧΩΡΙΣ ΟΣΤΙΚΟ ΚΡΗΜΝΟ, ΜΕΤΩΠΙΑΙΑ ΤΟΜΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΙ EKTOMH)",SURGICAL,OPERATING_ROOM
X642121,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ, ΜΕΤΩΠΙΑΙΟΣ. ΑΦΑΙΡΕΣΗ ΧΩΡΙΣ ΟΣΤΙΚΟ ΚΡΗΜΝΟ, ΣΤΕΦΑΝΙΑΙΑ ΤΟΜΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΙ ΑΠΟΚΟΛΛΗΣΗ)",SURGICAL,OPERATING_ROOM
X642127,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ ΕΜΠΡΟΣΘΙΑ. ΑΦΑΙΡΕΣΗ ΜΕ ΟΣΤΙΚΟ ΚΡΗΜΝΟ, ΜΕΤΩΠΙΑΙΑ ΤΟΜΗ",SURGICAL,OPERATING_ROOM
X642129,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ ΕΜΠΡΟΣΘΙΑ. ΑΦΑΙΡΕΣΗ ΜΕ ΟΣΤΙΚΟ ΚΡΗΜΝΟ, ΣΤΕΦΑΝΙΑΙΑ ΤΟΜΗ",SURGICAL,OPERATING_ROOM
X642131,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ ΕΜΠΡΟΣΘΙΑ. ΧΩΡΙΣ ΑΦΑΙΡΕΣΗ ΜΕ ΟΣΤΙΚΟ ΚΡΗΜΝΟ, ΜΕΤΩΠΙΑΙΑ ΤΟΜΗ",SURGICAL,OPERATING_ROOM
X642133,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ ΕΜΠΡΟΣΘΙΑ. ΧΩΡΙΣ ΑΦΑΙΡΕΣΗ ΜΕ ΟΣΤΙΚΟ ΚΡΗΜΝΟ, ΣΤΕΦΑΝΙΑΙΑ ΤΟΜΗ",SURGICAL,OPERATING_ROOM
X642139,"ΤΟΜΗ ΠΑΡΑΡΡΙΝΙΟΥ ΚΟΛΠΟΥ, ΕΤΕΡΟΠΛΕΥΡΗ, ΤΡΕΙΣ Ή ΠΕΡΙΣΣΟΤΕΡΟΙ ΚΟΛΠΟΙ (ΜΕΤΩΠΙΑΙΟΣ, ΙΓΜΟΡΕΙΟ, ΗΘΜΟΕΙΔΗΣ, ΣΦΗΝΟΕΙΔΗΣ)",SURGICAL,OPERATING_ROOM
X642359,"ΗΘΜΟΕΙΔΕΚΤΟΜΗ. ΕΝΔΟΡΙΝΙΚΗ, ΠΡΟΣΘΙΑ",SURGICAL,OPERATING_ROOM
X642361,"ΗΘΜΟΕΙΔΕΚΤΟΜΗ. ΕΝΔΟΡΙΝΙΚΗ, ΟΛΙΚΗ",SURGICAL,OPERATING_ROOM
X642369,"ΗΘΜΟΕΙΔΕΚΤΟΜΗ. ΕΞΩΡΙΝΙΚΗ, ΟΛΙΚΗ",SURGICAL,OPERATING_ROOM
X642409,ΓΝΑΘΕΚΤΟΜΗ. ΧΩΡΙΣ ΚΟΓΧΙΚΗ ΕΞΕΝΤΕΡΩΣΗ,SURGICAL,OPERATING_ROOM
X642419,ΓΝΑΘΕΚΤΟΜΗ. ΜΕ ΚΟΓΧΙΚΗ ΕΞΕΝΤΕΡΩΣΗ (EN BLOCK),SURGICAL,OPERATING_ROOM
X642421,"ΡΙΝΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΔΙΑΓΝΩΣΤΙΚΗ, ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΙΛΕΥΡΗ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",DIAGNOSTIC,PROCEDURE_ROOM
X642425,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΔΙΑΓΝΩΣΤΙΚΗ ΜΕ ΕΝΔΟΣΚΟΠΗΣΗ ΙΓΜΟΡΕΙΟΥ (ΜΕΣΩ ΚΑΤΩ ΣΤΟΜΙΟΥ Ή ΜΕ ΠΑΡΑΚΕΝΤΗΣΗ ΤΟΥ ΒΟΘΡΙΟΥ ΤΟΥ ΚΥΝΟΔΟΝΤΑ)",DIAGNOSTIC,PROCEDURE_ROOM
X642429,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΔΙΑΓΝΩΣΤΙΚΗ ΜΕ ΕΝΔΟΣΚΟΠΗΣΗ ΣΦΗΝΟΕΙΔΟΥΣ (ΜΕΣΩ ΠΑΡΑΚΕΝΤΗΣΗΣ ΤΟΥ ΣΦΗΝΟΕΙΔΟΥΣ Ή ΔΙΑΣΩΛΗΝΩΣΗΣ ΤΗΣ ΕΙΣΟΔΟΥ)",DIAGNOSTIC,PROCEDURE_ROOM
X642433,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΒΙΟΨΙΑ, ΠΟΛΥΠΕΚΤΟΜΗ Ή ΧΕΙΡΟΥΡΓΙΚΟ ΚΑΘΑΡΙΣΜΟ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",DIAGNOSTIC,PROCEDURE_ROOM
X642435,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΕΛΕΓΧΟ ΡΙΝΙΚΗΣ ΑΙΜΟΡΡΑΓΙΑΣ -ΑΠΟΛΙΝΩΣΗ ΣΦΗΝΟΥΠΕΡΩΙΑΣ ΑΡΤΗΡΙΑΣ)",DIAGNOSTIC,PROCEDURE_ROOM
X642437,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΔΑΚΡΥΟΚΥΣΤΟΡΙΝΟΣΤΟΜΙΑ",DIAGNOSTIC,PROCEDURE_ROOM
X642439,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΚΟΓΧΟΤΟΜΗ",DIAGNOSTIC,PROCEDURE_ROOM
X642467,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΗΘΜΟΕΙΔΕΚΤΟΜΗ, ΜΕΡΙΚΗ (ΠΡΟΣΘΙΑ)",DIAGNOSTIC,PROCEDURE_ROOM
X642469,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΗΘΜΟΕΙΔΕΚΤΟΜΗ, ΟΛΙΚΗ (ΠΡΟΣΘΙΑ ΚΑΙ ΟΠΙΣΘΙΑ)",DIAGNOSTIC,PROCEDURE_ROOM
X642471,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΡΙΝΟΑΝΤΡΟΣΤΟΜΙΑ",DIAGNOSTIC,PROCEDURE_ROOM
X642493,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΡΙΝΟΑΝΤΡΟΣΤΟΜΙΑ. ΜΕ ΑΦΑΙΡΕΣΗ ΙΣΤΟΥ ΑΠΟ ΤΟ ΙΓΜΟΡΕΙΟ",DIAGNOSTIC,PROCEDURE_ROOM
X642511,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ ΜΕ ΔΙΕΡΕΥΝΗΣΗ ΤΟΥ ΜΕΤΩΠΙΑΙΟΥ ΚΟΛΠΟΥ, ΜΕ Ή ΧΩΡΙΣ ΑΦΑΙΡΕΣΗ ΙΣΤΟΥ ΑΠΟ ΤΟΝ ΜΕΤΩΠΙΑΙΟ ΚΟΛΠΟ",DIAGNOSTIC,PROCEDURE_ROOM
X642533,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΔΙΑΝΟΙΞΗ ΣΦΗΝΟΕΙΔΟΥΣ",DIAGNOSTIC,PROCEDURE_ROOM
X642535,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΔΙΑΝΟΙΞΗ ΣΦΗΝΟΕΙΔΟΥΣ. ΜΕ ΑΦΑΙΡΕΣΗ ΙΣΤΟΥ ΑΠΟ ΤΟΝ ΣΦΗΝΟΕΙΔΗ ΚΟΛΠΟ",DIAGNOSTIC,PROCEDURE_ROOM
X642539,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΓΚΕΦΑΛΟΝΩΤΙΑΙΑΣ ΡΙΝΟΡΡΟΙΑΣ. ΠΕΡΙΟΧΗ ΗΘΜΟΕΙΔΟΥΣ",DIAGNOSTIC,PROCEDURE_ROOM
X642541,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΓΚΕΦΑΛΟΝΩΤΙΑΙΑΣ ΡΙΝΟΡΡΟΙΑΣ. ΠΕΡΙΟΧΗ ΣΦΗΝΟΕΙΔΟΥΣ",DIAGNOSTIC,PROCEDURE_ROOM
X642543,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΑΠΟΣΥΜΠΙΕΣΗ ΤΟΥ ΜΕΣΟΥ Ή ΚΑΤΩ ΤΟΙΧΩΜΑΤΟΣ ΟΦΘΑΛΜΙΚΟΥ ΚΟΓΧΟΥ",DIAGNOSTIC,PROCEDURE_ROOM
X642545,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΑΠΟΣΥΜΠΙΕΣΗ ΤΟΥ ΜΕΣΟΥ ΚΑΙ ΚΑΤΩ ΤΟΙΧΩΜΑΤΟΣ ΚΟΓΧΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ",DIAGNOSTIC,PROCEDURE_ROOM
X642547,"ΡΙΝΙΚΗ/ΚΟΛΠΙΚΗ ΕΝΔΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ. ΜΕ ΑΠΟΣΥΜΠΙΕΣΗ ΤΟΥ ΟΠΤΙΚΟΥ ΝΕΥΡΟΥ",DIAGNOSTIC,PROCEDURE_ROOM
X642557,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΠΑΡΑΡΡΙΝΙΕΣ ΚΟΙΛΟΤΗΤΕΣ",SURGICAL,OPERATING_ROOM
X642559,"ΛΑΡΥΓΓΟΤΟΜΙΑ (ΘΥΡΕΟΤΟΜΗ, ΜΕΣΗ ΛΑΡΥΓΓΟΤΟΜΙΑ). ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ Ή ΛΑΡΥΓΓΟΚΗΛΗΣ, ΧΟΡΔΕΚΤΟΜΗ",SURGICAL,OPERATING_ROOM
X642599,"ΛΑΡΥΓΓΟΤΟΜΙΑ (ΘΥΡΕΟΤΟΜΗ, ΜΕΣΗ ΛΑΡΥΓΓΟΤΟΜΙΑ). ΔΙΑΓΝΩΣΤΙΚΗ",DIAGNOSTIC,PROCEDURE_ROOM
X642679,"ΛΑΡΥΓΓΕΚΤΟΜΗ. ΟΛΙΚΗ, ΧΩΡΙΣ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ",SURGICAL,OPERATING_ROOM
X642689,"ΛΑΡΥΓΓΕΚΤΟΜΗ. ΟΛΙΚΗ, ΜΕ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ",SURGICAL,OPERATING_ROOM
X642693,"ΛΑΡΥΓΓΕΚΤΟΜΗ. ΥΦΟΛΙΚΗ ΥΠΕΡΓΛΩΤΤΙΔΙΚΗ, ΧΩΡΙΣ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ",SURGICAL,OPERATING_ROOM
X642695,"ΛΑΡΥΓΓΕΚΤΟΜΗ. ΥΦΟΛΙΚΗ ΥΠΕΡΓΛΩΤΤΙΔΙΚΗ, ΜΕ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ",SURGICAL,OPERATING_ROOM
