+-------------------+----------------+----------+--------------------+------------------------+---------------+--------------------+------------------+--------------+---------------------------------+--------------------------+----------------------+
| department_name   | admission_year | ken_code | insurance_provider | total_hospitalizations | avg_stay_days | mean_duration_days | total_extra_days | base_revenue | extra_revenue_due_to_mdn_excess | calculated_total_revenue | stored_total_revenue |
| Ophthalmology     |           2025 | Κ46Χ     | PRIVATE_B          |                      1 |          8.00 |                  2 |                6 |     44400.00 |                       133200.00 |                177600.00 |            177600.00 |
| Ophthalmology     |           2025 | Φ62Χ     | UNINSURED          |                      1 |          9.00 |                  2 |                7 |     37400.00 |                       130900.00 |                168300.00 |            168300.00 |
| Ophthalmology     |           2025 | Π40Μ     | EFKA               |                      1 |          6.00 |                  9 |                0 |    167300.00 |                            0.00 |                167300.00 |            167300.00 |
| Ophthalmology     |           2025 | Γ09Α     | PRIVATE_A          |                      1 |          8.00 |                  2 |                6 |     41800.00 |                       125400.00 |                167200.00 |            167200.00 |
| Ophthalmology     |           2025 | Μ12Χ     | EFKA               |                      1 |          6.00 |                  6 |                0 |    166500.00 |                            0.00 |                166500.00 |            166500.00 |
| Ophthalmology     |           2025 | Δ27Μ     | ARMED_FORCES       |                      1 |          7.00 |                  3 |                4 |     70800.00 |                        94400.00 |                165200.00 |            165200.00 |
| Ophthalmology     |           2025 | Δ25Χ     | EFKA               |                      1 |          9.00 |                  2 |                7 |     35000.00 |                       122500.00 |                157500.00 |            157500.00 |
| Ophthalmology     |           2025 | Κ44Α     | PRIVATE_B          |                      1 |          5.00 |                  1 |                4 |     31100.00 |                       124400.00 |                155500.00 |            155500.00 |
| Ophthalmology     |           2025 | Δ23Μ     | EFKA               |                      1 |          8.00 |                  5 |                3 |     96500.00 |                        57900.00 |                154400.00 |            154400.00 |
| Ophthalmology     |           2025 | Λ26Α     | ARMED_FORCES       |                      1 |         12.00 |                  2 |               10 |     25700.00 |                       128500.00 |                154200.00 |            154200.00 |
